COUNTY,AQI,YEARS,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,FIPS,AREA_SQMI,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,E_UNINSUR,EP_UNINSUR,E_DAYPOP,n,GIS_ACRES,Year
San Diego,68.58356164383561,2022,8.5,(7.5-9.5),06073,4210.264493040512,3289701,1230349,1149157,NA,106617,NA,254837,481993,697372,331418,61885,1856103,187078,274676,42373,78764,62302,99654,NA,6.3,NA,11.3,14.7,21.2,10.4,5.4,56.4,6,22.3,3.4,6.8,5.4,3,NA,0.4737,NA,0.4386,2.3684,0.4386,0.3158,0.4912,0.1228,0.4912,1.9298,0.2281,0.5439,0.5088,0.5439,0.5439,0.9298,0.2281,0.6491,0.5439,0.6491,3,0.7368,7.8421,0.4912,231067,7.3,3445212,27,5846.305478999999,2022
San Joaquin,54.49589041095887,2022,10.6,(8.3-13),06077,1392.237029565068,779445,252327,237423,NA,26331,NA,98025,101414,207464,93701,18469,555868,67320,21738,8253,20266,12376,17746,NA,7.2,NA,19.8,13,26.6,12.2,7.7,71.3,9.3,8.6,3.3,8.5,5.2,2.3,NA,0.5965,NA,0.807,2.8771,0.5614,0.1228,0.8246,0.386,0.8421,2.9474,0.7719,0.8772,0.7719,0.8772,0.8772,0.5789,0.2105,0.807,0.4737,0.5263,2.5964,0.5614,9.2981,0.7368,49738,6.5,767676,1,274.184,2022
San Luis Obispo,56.63561643835616,2022,9,(5.1-12.9),06079,3300.847970845918,281712,123968,108099,NA,6905,NA,15066,59439,49037,36013,4070,93376,8090,7300,9314,3900,4084,14606,NA,5,NA,7.9,21.1,17.4,13,3.8,33.1,3,5.9,7.5,3.6,3.8,5.2,NA,0.1579,NA,0.193,1.4736,0.2105,0.7018,0.1579,0.5614,0.1404,1.8948,0.193,0.2807,0.3333,0.2807,0.2807,0.4211,0.6667,0.2632,0.1053,0.8772,2.3335,0.3509,5.9826,0.2105,16279,5.9,284312,16,680.8419162,2022
San Mateo,39.46849315068493,2022,7.6,(6-9.3),06081,448.605331919206,754250,284211,264323,NA,19184,NA,51598,127520,150187,65466,9372,475035,46949,62701,3111,19366,14752,12030,NA,4.5,NA,9.4,16.9,19.9,8.7,3.5,63,6.6,22.1,1.1,7.3,5.6,1.6,NA,0.0702,NA,0.2632,0.4211,0.0175,0.5263,0.3158,0.0351,0.1228,1.5789,0.0175,0.7018,0.5789,0.7018,0.7018,0.9123,0.0175,0.7018,0.6316,0.2281,2.4913,0.4912,5.1931,0.0877,28253,3.8,758154,3,64.0569,2022
Santa Barbara,48.58356164383562,2022,9.8,(7.3-12.4),06083,2733.933544396764,445213,158807,148032,NA,13414,NA,49700,70948,98581,47547,7732,255584,42843,22575,7212,15215,9256,21595,NA,6,NA,17.9,15.9,22.1,10.9,5.2,57.4,10.2,14.2,4.5,10.3,6.3,4.9,NA,0.386,NA,0.7193,3.0527,0.6667,0.4386,0.614,0.2105,0.4737,2.5614,0.5789,0.5965,0.8246,0.5965,0.5965,0.8246,0.4035,0.9298,0.7895,0.8421,3.7895,1,10.0001,0.8421,42117,9.6,484380,1,123.769,2022
Santa Clara,51.29589041095889,2022,7.4,(6.2-8.6),06085,1291.083668135746,1916831,688287,650352,NA,46592,NA,143756,269943,405816,163504,26990,1357720,157502,159582,19451,50685,37467,39059,NA,4.4,NA,10.7,14.1,21.2,8.6,4.1,70.8,8.7,23.2,2.8,7.8,5.8,2,NA,0.0351,NA,0.3509,0.5088,0.0351,0.2105,0.4912,0.0175,0.193,1.5964,0.0351,0.8596,0.6842,0.8596,0.8596,0.9649,0.1754,0.7719,0.7018,0.4035,3.0175,0.7544,5.9823,0.193,75855,4,2078044,2,117.5044,2022
Shasta,49.55616438356166,2022,5.7,(3.5-7.8),06089,3775.65011419784,181852,79626,71107,NA,5349,NA,10445,38339,39190,32564,4251,41185,1646,3950,9029,2245,4360,3512,NA,6.6,NA,8.1,21.1,21.6,18.1,6,22.6,1,5,11.3,3.1,6.1,1.9,NA,0.5263,NA,0.2105,2.421,0.4912,0.7018,0.5614,0.8421,0.6316,2.8246000000000002,0.7018,0.1053,0.0877,0.1053,0.1053,0.4035,0.8246,0.2281,0.7193,0.3509,2.5264,0.5439,7.8773,0.5088,11911,6.6,184749,5,598.4449,2022
Siskiyou,44.58839779005524,2022,9,(3.4-14.6),06093,6278.76494396946,44049,23013,18768,NA,1337,NA,3035,11610,8872,7918,845,11360,563,769,2865,669,1043,807,NA,7.4,NA,9.4,26.4,20.1,18,4.5,25.8,1.3,3.3,12.4,3.5,5.6,1.8,NA,0.6316,NA,0.2632,2.9298,0.5965,0.8421,0.3684,0.8246,0.2807,2.4737,0.5263,0.193,0.1579,0.193,0.193,0.1754,0.8596,0.2456,0.6316,0.3158,2.228,0.2982,7.8245,0.4737,3110,7.1,42161,21,86271.50333,2022
Sonoma,37.498630136986286,2022,7.8,(5.3-10.3),06097,1575.33157520595,488436,205393,189653,NA,13543,NA,38190,100577,94082,57389,9470,190995,25428,21244,9182,9154,9015,9895,NA,5.2,NA,10.8,20.6,19.3,11.8,5,39.1,5.5,10.4,4.5,4.8,4.8,2,NA,0.1754,NA,0.3684,1.228,0.1579,0.6842,0.2632,0.3509,0.4386,2.2106,0.3333,0.386,0.4737,0.386,0.386,0.6842,0.4035,0.4211,0.3684,0.4035,2.2807,0.3158,6.1053,0.2456,27169,5.6,472625,3,140.3803,2022
Stanislaus,63.6986301369863,2022,11.5,(7.9-15),06099,1496.149483994532,552063,183317,175747,NA,21061,NA,68981,73575,148111,69885,12888,339283,46571,13119,8129,13314,9523,6215,NA,8.2,NA,19.7,13.3,26.8,12.7,7.4,61.5,9.1,7.1,4.4,7.6,5.4,1.1,NA,0.807,NA,0.7719,3.2981,0.7368,0.193,0.8596,0.4912,0.807,3.0876,0.8421,0.6491,0.7368,0.6491,0.6491,0.4737,0.3509,0.7544,0.5439,0.0877,2.2106,0.2807,9.2454,0.7193,33408,6.1,537103,3,554.4781,2022
Tehama,48.47945205479453,2022,11.4,(7.5-15.3),06103,2949.135623860476,65484,27440,24623,NA,2038,NA,5811,13008,15576,12177,1760,22768,2161,794,4398,1104,1521,1008,NA,7.4,NA,12.9,19.9,23.8,18.7,7.2,34.8,3.5,2.9,16,4.5,6.2,1.5,NA,0.6316,NA,0.5439,3.1053,0.6842,0.6316,0.7018,0.8947,0.7719,3.3684,0.9123,0.3158,0.3684,0.3158,0.3158,0.1404,0.9298,0.386,0.7544,0.193,2.4036,0.4386,9.1931,0.7018,4300,6.6,60772,5,1128.1498,2022
Trinity,42.98583569405098,2022,9,(3.4-14.6),06105,3179.26621591816,15889,8201,5483,NA,413,NA,596,4396,2608,2467,299,3356,436,49,1288,270,242,297,NA,7.4,NA,4.7,27.7,16.4,15.7,5.4,21.1,2.8,0.6,15.7,4.9,4.4,1.9,NA,0.6316,NA,0,2.8071,0.5439,0.8947,0.0526,0.7018,0.4912,2.4561,0.4737,0.0702,0.3158,0.0702,0.0702,0,0.9123,0.4386,0.2281,0.3509,1.9299,0.1754,7.2633,0.4211,2074,13.2,13919,3,30177.176999999996,2022
Tulare,82.92876712328766,2022,7.2,(4.5-9.8),06107,4823.89694179721,473446,151190,140670,NA,18919,NA,74459,54353,142992,55250,12764,348084,55661,7454,10062,13553,6643,6070,NA,9,NA,26.5,11.5,30.2,11.8,9,73.5,12.7,4.9,6.7,9.6,4.7,1.3,NA,0.8772,NA,0.9123,4.386,0.9649,0.0526,1,0.3509,0.9474,3.2807,0.8596,0.9298,0.9298,0.9298,0.9298,0.386,0.5789,0.8947,0.3509,0.1404,2.3509,0.386,10.9474,0.9123,37244,7.9,476629,5,1872.5369800000003,2022
Tuolumne,39.27600000000001,2022,13.9,(9.8-18.1),06109,2220.910147458276,54993,31447,22831,NA,1895,NA,3173,14987,9333,11142,1051,11446,318,930,2522,483,1266,3329,NA,8.3,NA,7.5,27.3,17,21.3,4.6,20.8,0.6,3,8,2.1,5.5,6.1,NA,0.8246,NA,0.1754,2.5088,0.5088,0.8772,0.0877,0.9825,0.3333,2.2807,0.3684,0.0526,0,0.0526,0.0526,0.1579,0.7018,0.0526,0.614,0.8947,2.421,0.4561,7.2631,0.4035,3146,6,54547,4,2951.4514999999997,2022
Ventura,55.47123287671235,2022,9.9,(7-12.8),06111,1840.774104056102,842009,293491,275653,NA,22989,NA,84266,137596,187695,94179,13091,475757,70594,32487,12061,17952,11668,14154,NA,5.3,NA,14.6,16.3,22.3,11.3,4.8,56.5,8.9,11,4.1,6.5,4.2,1.7,NA,0.2105,NA,0.614,2.1052,0.386,0.4561,0.6491,0.2632,0.386,2.4737,0.5263,0.5614,0.7193,0.5614,0.5614,0.7368,0.2982,0.5789,0.193,0.2982,2.1051,0.2281,7.2454,0.386,68574,8.2,812311,5,85.19032,2022
